㧻破	敲破
囡仔猶細漢愛小跟咧.	孩子還小要在旁邊稍稍盯著.
囡仔人毋通傷𠢕窮分.	小孩子不要太會計較.
囡仔人毋通遐𠢕學話.	小孩子不要這麼愛搬弄是非.
囡仔攏真愛歕雞胿仔.	小孩子都很愛吹氣球.
囡仔攏真愛食雞卵糕.	小孩子都愛吃蛋糕.
囡仔人愛耍𨑨迌物仔.	小孩子喜歡玩玩具.
地理師用八卦來鎮煞.	地理師用八卦來鎮邪.
坐車較緊,行路較僫.	坐車較快,走路較慢.
基隆是臺灣頭的門戶.	基隆港是北臺灣的門戶.
墨賊仔炒芹菜真好食.	烏賊炒芹菜真好吃.
外頭佮內頭攏伊咧扞.	內外事物都是他在掌理.
外口無路燈,暗漠漠.	外面沒有路燈,黑漆漆的.
大富由天,小富由人.	大富由天安排,命中註定,小富則靠自已努力累積.即勸人不要心存野心,但要勤奮努力.
大人伨囡仔,人會笑.	大人和小孩子爭執,人家會笑.
大道公風,媽祖婆雨.	民間傳說保生大帝曾向媽祖求婚,但是媽祖一心掛念人民,拒絕了大帝的美意.大帝非常失望,也很生氣,就在農曆三月二十三日媽祖誕辰繞境時,施法術、降大雨.到了翌年三月十五日大帝誕辰遶境時,媽祖就颳起大風.
天理昭昭,地理何在?	意為天理昭彰,順天理而行,自有善報,何須風水庇蔭?
好朋友著愛破腹相見.	好朋友就要真誠相對.
娶某大姊,坐金交椅.	指妻子的年紀比丈夫大,比較會侍候丈夫.
娶某大姊,坐金交椅.	娶了年齡比自己還大的妻子,享福不盡.
媽媽佇灶跤燃火煮飯.	媽媽在廚房生火煮飯.
嬰仔毋好予伊睏坦覆.	不要讓嬰兒趴著睡.
學行的囡仔足𠢕跋倒.	學走路的小孩很容易跌倒.
定定食菜較袂高血壓.	常常吃蔬菜比較不會高血壓.
家己人哪著遮厚禮數?	自己人何須多禮?
寄話會加,寄物會減.	請人傳話會被加油添醋,寄放東西則可能會被揩油.
寄錢會減,寄話會加.	寄放錢可能會被揩油,請人傳話則會被加油添醋.
對窗仔縫楔物件入去.	從窗子縫隙塞東西進去.
小妹感謝逐家的疼惜.	小妹謝謝大家對我的愛護.
小旦上𠢕共人使目尾.	小旦最會向人眉目傳情.
小可仔代誌唸一早起.	小事一樁還唸一個早上.
小徙跤咧,人咧摒掃.	稍微移動一下腳步,人家在打掃.
少年人愛較有志氣咧.	年輕人要有志氣一點.
少年人往往攏較衝碰.	年輕人每每都比較衝動.
尻脊骿癢,手扒袂著.	背脊癢,用手抓不到.
屏東的高樹出產棗仔.	屏東高樹出產棗子.
工頭工尾攏愛顧予好.	工作的開端和結尾都要照顧好才行.
工課做甲來就倚晝矣.	工作做到一個地步就中午了.
巷仔內有一間板仔店.	巷子內有一家棺材店.
巷仔口有人咧做功德.	巷口有人在辦喪事.
干焦你會當治伊爾爾.	只有你可以對付他而已.
序大人放債予囡仔還.	父債子償.
店內的貨補甲真飽滇.	店內的貨品補得很足夠.
廟口有人咧捏麵尪仔.	廟口有人在捏麵人.
彼口井敢閣有咧上水?	那口井還有人在取水嗎?
彼領洋裝看著真大範.	那件洋裝看起來很高雅,不會俗氣.
彼號歹物愛共伊教示.	那種壞人要給他教訓.
彼間厝的四爿攏是山.	那間房子的四周圍都是山.
彼項代誌伊共我講矣.	那件事情他跟我說了.
彼个顧人怨的曲去矣.	那個麻煩人物往生了.
彼齣電影底當時欲搬?	那部電影何時上映?
彼號物件毋通傷捷食.	那種東西不要太常吃.
彼跡定定有人咧相拍.	那裡常常有人在打架.
彼兩間衫仔店咧拚俗.	那兩間服飾店在削價競爭.
彼是某人講予我聽的.	那是那個人講給我聽的.
彼个少年家真好差教.	那個年輕人很容易使喚.
彼隻豬哥閣咧起𪁎矣.	那隻公豬又在發情了.
彼位夫人看著誠高貴.	那位夫人看起來很高貴.
彼个名牌皮包是假的.	那個名牌皮包是假的.
彼批貨敢通過海關矣?	那批商品通過海關了嗎?
彼間店透年攏無歇睏.	那間店一整年都不休息.
彼个人的心肝誠惡毒.	那個人的心腸很壞.
彼齣戲搬甲無意無思.	那齣戲演得很無趣.
彼張紙予我剺破去矣.	那張紙被我撕破了.
彼間店早就關起來矣.	那間店早就倒閉了.
彼个囡仔生做有較㾀.	那個孩子長得比較醜.
彼塊桌仔是長篙形的.	那張桌子是長條形的.
往擺伊足無愛來阮兜.	以前他很不喜歡來我家.
後手的田閣分做兩筆.	剩下的田地再分成兩份.
得失土地公,飼無雞.	得罪土地公,會惹得雞犬難安.
徛佇中央彼个就是伊.	站在中間那個就是他.
忍氣求財,激氣相刣.	忍一時之氣可以求得財利,反之,意氣用事則可能招致糾紛,甚至廝殺.比喻和氣生財才是生存之道.
恁這位千金生做真媠.	你的女兒長得很漂亮.
恁莫閣佇遐吵家抐計.	你們不要在那裡吵得不得安寧.
恁兜的家伙保袂牢矣!	你們的家產保不住了.
恁閣行過去就無路矣.	你們再往前就沒路了.
恁囝這馬當咧發喙齒.	你兒子現在正在長牙齒.
恁學校當時開始歇熱?	你們學校什麼時候開始放暑假?
惜花連盆,惜囝連孫.	花種在花盆裡,愛花就要連花盆也一齊疼惜,疼愛自己的子女,當然也疼愛孫子.俗語,比喻疼愛一個人也連帶地關愛與其有關的人或物.
想袂到伊遐爾仔奸險.	想不到他那麼奸詐陰險.
愛緊辦理交接的手續.	要趕快辦理交接的手續.
愛跋的人攏無好結局.	好賭的人都沒有好結果.
感冒佮過敏攏會實鼻.	感冒與過敏都會鼻塞.
憲兵會掠違法的軍人.	憲兵會抓違法的軍人.
懷念囡仔時代的朋友.	懷念小時候的朋友.
我一禮拜愛上班五工.	我一禮拜要上五天班.
我來介紹恁兩个熟似.	我來引薦你們兩個認識.
我的心肝窟仔當咧疼.	我的胸口正在痛.
我足久無轉去母校矣.	我很久沒有回母校了.
我求你放我一條生路.	我求你放我一條生路.
我佮阿姊同齊去踅街.	我和姊姊一起去逛街.
我的空喙已經收束矣.	我的傷口已經癒合了.
我身軀邊無紮半箍銀.	我身上沒帶半毛錢.
我欲佮伊來去看電影.	我要跟他去看電影.
我來唱歌,你來跳舞.	我來唱歌,你來跳舞.
我予伊氣甲強欲呸血.	我被他氣到快要吐血.
我想欲定做一軀西裝.	我想要訂做一件西裝.
我的車票是拍往回的.	我的車票買的是來回的.
我講一句伊就拄一句.	我說一句他就頂撞一句.
我的錢袋仔拍交落矣.	我的錢包不見了.
我欲趕來去車頭拆票.	我趕著到車站買車票.
我的錢攏總拍無去矣.	我的錢全都遺失了.
我佮伊毋是仝房頭的.	我和他不是同宗親屬.
我來共你量褲的長短.	我來幫你量一下褲子的長度.
我建議你去買彼間厝.	我建議你去買那間房子.
我早就共你看出出矣.	我早就看穿你了.
我按呢做是看會起你.	我這樣做是因為我看得起你.
我的錢予歹人剝去矣.	我的錢被歹徒搶個精光.
我是共阮娘仔惜命命.	我可是非常疼愛我妻子的.
我的代誌毋免你家婆.	我的事不用你多管.
我知影伊的根底真好.	我知道他的本性很好.
我用手欱著一隻蝶仔.	我用手撲到一隻蝴蝶.
我提杓仔共麵罟起來.	我拿杓子將麵撈起來.
我今仔日哪會遮衰尾!	我今天怎麼這麼倒霉!
我看你是咧討皮疼啦.	我看你是在討打了.
我險險仔去予伊唬去.	我差點被他騙了.
我是專門修理電腦的.	我是專精於修理電腦的.
我緊欲捥棉被來曝日.	我趕著抱棉被去晒太陽.
我予伊害甲悽慘落魄.	我被他害得慘兮兮.
我有接著你寄來的批.	我收到你寄來的信了.
我掠準你工課做煞矣.	我以為你工作完成了.
我毋知水池仔的深淺.	我不知道水池的深度.
我已經習慣這款生活.	我已經習慣這種生活.
我予你驚一下險軟跤!	我被你嚇得差點腿軟!
我對政治已經麻痺矣.	我對政治已經無感了.
我𬦰樓梯𬦰甲足喘的.	我爬樓梯爬得很喘.
我普通攏九點就睏矣.	我通常都九點就睡了.
我騎車跋倒去傷著筋.	我騎車摔倒傷到筋.
我逐工攏愛對遮經過.	我每天都得從這邊經過.
我欲佇臺北車頭落車.	我要在臺北車站下車.
我的位佮你對換好無?	我跟你交換位置好嗎?
我予伊驚一下險滲尿.	我被他嚇得險些洩尿.
我袂當認同你的看法.	我不能認同你的看法.
我想欲親身共你說謝.	我想親自向你道謝.
我頭拄仔去食著膨餅.	我剛才碰了釘子.
我是頭擺來這个所在.	我是第一次來這個地方.
我需要恁逐家的幫贊.	我需要你們大家的幫助.
我做一个謎猜予你臆.	我做一個謎語給你猜.
我蹛這間公司五年矣.	我任職於這家公司五年了.
我看著伊感覺真礙目.	我看到他覺得很不順眼.
我聽你咧講啥物譀話!	我才不聽你在說什麼空話!
我差一點仔予你驚死!	我差一點被你嚇死!
我的跤𨂿一下誠嚴重.	我的腳扭到了傷得很嚴重.
我做毋著,合該愛罰.	我做錯了,應該要處罰.
我逐工騎跤踏車運動.	我每天騎腳踏車運動.
戲園五點才會使入場.	戲院五點才能進場.
戲棚跤徛久就是你的.	在戲棚下站得夠久,等其他人都撐不下去而離開的時候,看戲的最佳位置就是你的.引申為對事情能持之以恆,就會成功.
扣掉本錢,實趁三千.	扣掉本金,實賺三千.
承一間雜貨仔店來做.	頂一家雜貨店來經營.
抾剾刀蔫轉來做火引.	拾取刨木花回來當火媒.
拄著問題愛揣人討論.	遇到問題要找人討論.
招夫養子,勢出無奈.	臺灣習俗特重子嗣,有女無子者,要招贅;無子無女者要領養孩子以傳後代,這些都是不得已的事.
拜拜求平安、添福壽.	拜拜求平安、添福壽.
拳頭拇對胸坎貫落去.	拳頭對著胸部重擊下去.
挲草是真艱苦的工課.	除去田中雜草是很辛苦的工作.
揀一个好日子通安土.	選擇一個好日子以便安葬.
提鹽來共雞仔捋捋咧.	拿鹽來把雞抹一抹.
搖人無才,搖豬無刣.	俗語:走路搖晃不端莊的人沒有多少才幹;走路搖搖晃晃的病豬,不能宰來食用.
放重利的人會無好死.	放高利貸的人會不得好死.
敢閣有另外的人欲來?	有其他人要來嗎?
敢講伊去予人放符仔?	難道他被人家施符咒了?
斡角彼間店欲拍予人.	轉角那間店要頂讓給別人.
日本話我普普仔聽有.	日語我稍微聽得懂.
早起時仔去運動較涼.	早上運動比較涼快.
昨日我拍毋見一千箍.	前天我弄丟了一千元.
是啥人佇遐咧噭噭叫?	是誰在那叫喊?
時機䆀,厝賣無好價.	時機不佳,房子賣不了好價錢.
時機䆀,驚予人刣頭.	時機差,怕被人解僱.
時間遮短,敢做會赴?	時間這麼短,做得完嗎?
暫時失業,毋通餒志.	暫時失業,不要氣餒.
曝焦的紫菜蓬鬆無重.	曬乾的紫菜鬆散沒重量.
曲跤坐,感覺較輕鬆.	翹著二郎腿坐著,感覺比較輕鬆.
最近攏無看著伊的影.	最近都沒看到他的人.
會曉洗面,免偌濟水.	若會洗臉,無須用太多水.比喻懂得技巧的人,不須花費太多的工夫.
會用得閣予我限數無?	可以再讓我延長還帳期限嗎?
會曉偷食,袂曉拭喙.	懂得偷吃,不懂得擦嘴巴.即做了不好的事卻不知道掩飾的意思.
會得開刀,袂得入鞘.	會拔刀,不會入鞘.比喻引起了事端卻無法善後.
有閒才閣來阮兜𨑨迌.	有空再來我家玩.
有船仔沉落去海裡矣.	有船沉到海裡去了.
有人講羊仔肉真臭羶.	有人說羊肉有腥味.
朋友鬥陣愛互相勉勵.	朋友之間要互相勉勵.
未曾學行,就欲學飛.	還不會走,就想學飛.
東西南北攏予山閘咧.	東西南北都被山擋著.
林先生真𠢕寫毛筆字.	林先生很會寫毛筆字.
柑仔熟矣,會使挽矣.	柑橘熟了,可以摘了.
柿仔無熟,食著真澀.	柿子沒熟,吃起來很澀.
柿粿的柿霜毋好洗掉.	柿餅的柿霜不要洗掉.
校長予人貶去做老師.	校長被人貶去當老師.
桌頂食飯,桌跤放屎.	上桌吃飯,下桌拉屎.比喻人忘恩負義.
桌頂的物件落落來矣.	桌上的東西掉下來了.
欠一跤,叫阿彬來鬥.	少一個人,叫阿彬來湊一腳.
欠錢毋還,足無品的.	欠錢不還,人格很卑劣.
欲上崎矣,莫行遐緊.	要上坡了,不要走這麼快.
欲孝孤這提去孝孤啦!	要吃這拿去吃啦!
欲起厝愛有政府許可.	想蓋房子要有政府許可.
欲睏進前,先去舒被.	要睡之前,先去鋪被子.
歡歡喜喜會較好過日.	高高興興的會比較好過日子.
正月時的柑仔正著時.	農曆正月正是橘子的盛產時節.
正經叫伊來,伊毋來!	真的叫他來,他不來!
毋通佇公園烏白挽花.	不可以在公園任意摘花.
毋知影伊當時才會來.	不知道他什麼時候才會來.
毋知路,閣欲攑頭旗.	不曉得前進的路線,還想要在陣頭的前方高舉旗幟當先鋒.俗語,比喻自不量力,強出頭,或指外行領導內行.
每工減趁一、兩千箍.	每天少賺一、兩千元.
水溝仔已經焦涸涸矣.	水溝已經非常乾了.
汗流甲規身軀黏黐黐.	流汗全身黏答答.
法律之前,人人平等.	法律之前,人人平等.
注意安全,毋通冒險.	注意安全,不要冒險.
海沙埔頂有足濟跤跡.	海灘上有很多腳印.
海湧有時起,有時落.	海浪有時候起,有時候落.
漆較齊勻,才會好看.	漆得均勻一點,才會好看.
火氣傷大,喙脣會必.	體內的肝火太旺,會導致嘴脣龜裂.
為著生活,規工操勞.	為了生活,整天辛苦的作事.
烏狗偷食,白狗受罪.	黑狗偷吃,白狗受罪.比喻被冤枉、背黑鍋.
烏尾冬,較好食赤鯮.	俗語,當令便宜的新鮮漁獲比不當令的高級漁貨好吃.
無提著冠軍真毋甘願.	沒拿到冠軍真不甘心.
無肉骨是欲按怎炕湯?	沒有排骨要怎麼熬湯?
無把握的代誌毋通做.	沒把握的事不要做.
無,你是臭耳聾是無?	難道,你是耳朵聾了嗎?
無疑伊會做這款代誌.	沒料到他會做這種事.
無疑悟你會出國讀冊.	想不到你會出國念書.
無注意去予伊溜去矣.	不小心讓他偷跑走了.
照品照行,袂使勼水.	按預先講好的來做,不可縮水.
熱天的時人較𠢕齷齪.	夏天的時候人比較容易煩躁.
燈座傷細,徛袂好勢.	燈座太細站不穩.
燕仔飛來飛去咧咬岫.	燕子飛來飛去地在築巢.
爸老囝幼,伊真受罪.	父老子幼,他活得很艱苦.
爸母攏愛囡仔有出脫.	父母都期待子女有出息.
牛著貫鼻,人著教示.	牛需要穿鼻孔戴鼻環,人需要教導.
物件毋通掖甲一四界.	東西不要撒得滿地都是.
生不帶來,死不帶去.	指名利為身外之物.
用九層塔煎卵真好食.	用九層塔煎蛋很好吃.
用橐仔共葡萄套起來.	用袋子把葡萄套起來.
用鳥鼠張仔來張鳥鼠.	用捕鼠器來捕老鼠.
用雞毛筅筅予伊清氣.	用雞毛撢子清乾淨.
用鏨仔雕刻一身佛像.	用鏨子雕刻一尊佛像.
番薯礤簽煮糜真好食.	番薯刨絲煮粥真好吃.
番薯𠢕湠根,真好種.	地瓜容易生根蔓延,很好種.
目睭去予蜊仔肉糊著.	眼睛被河蜆肉糊住了.罵人看不清真相.
目睭擘開就看著伊矣.	眼睛睜開就看到他了.
看鬧熱的人相挨相𤲍.	看熱鬧的人很擁擠.
看人成功,伊就紅目.	看到別人成功,他就眼紅.
看毋是勢,趕緊疏開.	看情勢不對,趕快開溜.
看命無褒,食水都無.	算命的如果不會恭維人幾句,就不會有顧客上門了,那麼他連喝水的錢都賺不到.俗語,比喻江湖術士之言不可盡信.
真僥倖,嫁彼款的翁.	真可憐,嫁給那種丈夫.
眠床予囡仔𧿬甲歹去.	床被小孩踏壞了.
睏飽了後,氣力十足.	一覺睡醒之後,全身都充滿了活力.
