㔂	lân
鴨母拖秤錘.	Ah-bó thua tshìn-thuî.
鵁鴒順便空.	Ka-līng sūn piān khang.
鵁鴒占便空.	Ka-līng tsiàm piān khang.
麵煠甲糊去.	Mī sa̍h kah kôo--khì.
黃昏不殺雞.	Hông-hun put sat ke.
龜𤆬鱉落湳.	Ku tshuā pih lo̍h-làm.
龜跤趖出來.	Ku-kha sô--tshut-lâi.
龜跤龜內肉.	Ku-kha ku-lāi bah.
𤶃仔爛去矣.	Thiāu-á nuā--khì--ah.
𨑨迌無了時.	Tshit-thô bô-liáu-sî.
𪜶規家攏來.	In kui ke lóng lâi.
𪜶兩个袂合.	In nn̄g ê bē ha̍h.
𪜶兩人袂和.	In nn̄g lâng bē-hô.
𪜶兜淹水矣.	In tau im-tsuí--ah.
bak-kuh	bak-kuh
bàng-gà	bàng-gà
bat-tah	bat-tah
bòo-tòo	bòo-tòo
gōo-bōo	gōo-bōo
hú-looh	hú-looh
iő-káng	iő-káng
jiàn-bà	jiàn-bà
jió-toh	jió-toh
lài-tah	lài-tah
lê-bóng	lê-bóng
lìn-gòo	lìn-gòo
lòo-suh	lòo-suh
me-lí-á	me-lí-á
me-lóng	me-lóng
mí-sooh	mí-sooh
nőo-sín	nőo-sín
nóo-lih	nóo-lih
oo-lián	oo-lián
sàn-bah	sàn-bah
sia-sín	sia-sín
thài-ià	thài-ià
thài-lù	thài-lù
that-bí	that-bí
àu-tsuh	àu-tsuh
一尾蛇旋過去.	Tsi̍t bué tsuâ suan--kuè-khì.
一港水真大港.	Tsi̍t káng tsuí tsin tuā-káng.
一百燭的電火.	Tsi̍t-pah tsik ê tiān-hué.
一間厝闊閬閬.	Tsi̍t king tshù khuah-lòng-lòng.
一斗較贏九石.	Tsi̍t táu khah iânn káu tsio̍h.
一个人一款命.	Tsi̍t ê lâng tsi̍t khuán miā.
七仔較興八仔.	Tshit--á khah hìng peh--á.
三頓攏食外口.	Sann tǹg lóng tsia̍h-guā-kháu.
三年仔有十班.	Sann-nî-á ū tsa̍p pan.
三百箍買會著.	Sann-pah khoo bé ē tio̍h.
三跤步一坎店.	Sann kha-pōo tsi̍t khám tiàm.
三講,四毋著.	Sann kóng, sì m̄-tio̍h.
上轎才欲放尿.	Tsiūnn kiō tsiah beh pàng-jiō.
予我等有夠久.	Hōo guá tán ū-kàu kú.
予刀仔割一剺.	Hōo to-á kuah tsi̍t le̍h.
予人搧大耳去.	Hōo lâng siàn-tuā-hīnn--khì.
予人掠去駐水.	Hōo lâng lia̍h-khì tū-tsuí.
今攏害了了矣!	Tann lóng hāi-liáu-liáu--ah!
今年是壬午年.	Kin-nî sī jîm-ngóo nî.
今年是好年冬.	Kin-nî sī hó-nî-tang.
今仔日真落臉.	Kin-á-ji̍t tsin lak-lián.
今仔日較燒烙.	Kin-á-ji̍t khah sio-lō.
代誌好勢矣未?	Tāi-tsì hó-sè--ah--buē?
代誌轉袂好勢.	Tāi-tsì tńg bē hó-sè.
以勸善為目的.	Í khuàn-siān uî bo̍k-ti̍k.
伊欲買一刀紙.	I beh bé tsi̍t to tsuá.
伊的人範袂䆀.	I ê lâng-pān bē-bái.
伊離開真久矣.	I lī-khui tsin kú--ah.
伊是做小木的.	I sī tsò sió-ba̍k--ê.
伊的工夫袂䆀.	I ê kang-hu bē-bái.
伊的口氣真大.	I ê kháu-khì tsin tuā.
伊哪會遐才情.	I ná ē hiah tsâi-tsîng.
伊生做足大漢.	I senn-tsò tsiok tuā-hàn.
伊足有內才的.	I tsiok ū lāi-tsâi--ê.
伊用錢真冇手.	I iōng tsînn tsin phànn-tshiú.
伊佮烏道勾結.	I kah oo-tō kau-kiat.
伊毋真濟歲矣!	I m̄ tsin tsē huè--ah!
伊敢會生歹物?	I kám ē senn pháinn-mi̍h?
伊講話真文雅.	I kóng-uē tsin bûn-ngá.
伊人有夠心適.	I lâng ū-kàu sim-sik.
伊媠甲若仙女.	I suí kah ná sian-lí.
伊舊年就去矣.	I kū-nî tō khì--ah.
伊出手真大方.	I tshut-tshiú tsin tāi-hong.
伊的外交袂䆀.	I ê guā-kau bē-bái.
伊上愛出風頭.	I siōng ài tshut-hong-thâu.
伊可能袂來矣.	I khó-lîng bē lâi--ah.
伊做人誠古意.	I tsò-lâng tsiânn kóo-ì.
伊生做真古錐.	I senn-tsò tsin kóo-tsui.
伊畫圖真幼秀.	I uē-tôo tsin iù-siù.
伊生做較幼骨.	I senn-tsò khah iù-kut.
伊講話誠幼聲.	I kóng-uē tsiânn iù-siann.
伊用錢誠傷重.	I īng tsînn tsiânn siong-tiōng.
伊目睭真大蕊.	I ba̍k-tsiu tsin tuā luí.
伊真𠢕講白賊.	I tsin gâu kóng-pe̍h-tsha̍t.
伊向時咧教冊.	I hiàng-sî teh kà-tsheh.
伊的目睭真尖.	I ê ba̍k-tsiu tsin tsiam.
伊生做真好看.	I senn-tsò tsin hó-khuànn.
伊睏甲誠好勢.	I khùn kah tsiânn hó-sè.
伊下暗愛守暝.	I e-àm ài tsiú-mê.
伊做人較尖鑽.	I tsò-lâng khah tsiam-tsǹg.
伊有去過日本.	I ū khì-kuè Ji̍t-pún.
伊有咧洗碗啦!	I ū teh sé uánn--lah!
伊大學考有牢!	I tāi-ha̍k khó ū tiâu!
伊講話真有力.	I kóng-uē tsin ū-la̍t.
伊對我誠死忠.	I tuì guá tsiânn sí-tiong.
伊的成績袂䆀.	I ê sîng-tsik bē-bái.
伊的行情袂䆀.	I ê hâng-tsîng bē-bái.
伊生做真肉感.	I senn-tsò tsin bah-kám.
伊做人真老實.	I tsò-lâng tsin láu-si̍t.
伊的目睭誠利.	I ê ba̍k-tsiu tsiânn lāi.
伊是一个孝女.	I sī tsi̍t ê hàu-lí.
伊共錢扲牢牢.	I kā tsînn gīm-tiâu-tiâu.
伊是知抑毋知?	I sī tsai ia̍h m̄ tsai?
伊毋敢食杏仁.	I m̄ kánn tsia̍h hīng-jîn.
伊考牢大學矣.	I khó-tiâu tāi-ha̍k--ah.
伊行甲足狂的.	I kiânn kah tsiok kông--ê.
伊的肚腸誠闊.	I ê tōo-tn̂g tsiânn khuah.
伊才走無偌久.	I tsiah tsáu bô-guā-kú.
伊並我較用功.	I phīng guá khah iōng-kong.
伊供出真濟人.	I king-tshut tsin tsē lâng.
伊真𠢕刺膨紗.	I tsin gâu tshiah-phòng-se.
伊驚甲咇咇掣.	I kiann kah phi̍h-phi̍h-tshuah.
伊定定無佇咧.	I tiānn-tiānn bô tī--leh.
伊的性地真好.	I ê sìng-tē tsin hó.
伊走甲怦怦喘.	I tsáu kah phēnn-phēnn-tshuán.
伊去廟裡拈香.	I khì biō--lí liam hiunn.
伊沓沓來交關.	I ta̍uh-ta̍uh lâi kau-kuan.
伊趁甲油洗洗.	I thàn kah iû-sé-sé.
伊上愛食炕肉.	I siōng ài tsia̍h khòng-bah.
伊的頭毛虯虯.	I ê thâu-mn̂g khiû-khiû.
伊有後山通靠.	I ū āu-suann thang khò.
伊有啥物指示?	I ū siánn-mih tsí-sī?
伊的面有一疧.	I ê bīn ū tsi̍t khî.
伊這个人真苛.	I tsit ê lâng tsin khô.
伊的手頭真重.	I ê tshiú-thâu tsin tāng.
伊的所費真重.	I ê sóo-huì tsin tāng.
伊的面形較圓.	I ê bīn-hîng khah înn.
伊真𠢕生面油.	I tsin gâu senn bīn-iû.
伊會共人食倯.	I ē kā lâng tsia̍h-sông.
伊真愛出風頭.	I tsin ài tshut-hong-thâu.
伊去予人修理.	i khì hōo lâng siu-lí.
伊的人真凊彩.	I ê lâng tsin tshìn-tshái.
伊共人倒會仔.	I kā lâng tó-huē-á.
伊予魚刺哽著.	I hōo hî-tshì kénn--tio̍h.
伊真𠢕拍拳頭.	I tsin gâu phah-kûn-thâu.
伊挽咧就行矣.	I bán--leh tō kiânn--ah.
伊寫的字柴柴.	I siá ê jī tshâ-tshâ.
伊行路攏痀痀.	I kiânn-lōo lóng ku-ku.
伊看著真疲勞.	I khuànn tio̍h tsin phî-lô.
伊已經破產矣.	I í-king phò-sán--ah.
伊的人真笑詼.	I ê lâng tsin tshiò-khue.
伊已經逃走矣.	I í-king tô-tsáu--ah.
伊的骨格袂䆀.	I ê kut-keh bē-bái.
伊的腰去閃著.	I ê io khì siám--tio̍h.
伊真愛共人偏.	I tsin ài kā lâng phinn.
伊閣咧假痟矣.	I koh teh ké-siáu--ah.
伊已經來矣啦.	I í-king lâi--ah--lah.
伊生做真將才.	I senn-tsò tsin tsiòng-tsâi.
伊足得人惜的.	I tsiok tit-lâng-sioh--ê.
伊真𠢕張身勢.	I tsin gâu tiunn-sin-sè.
伊對你有情意.	I tuì lí ū tsîng-ì.
伊最近捷捷來.	I tsuè-kīn tsia̍p-tsia̍p lâi.
伊去中國探親.	I khì Tiong-kok thàm-tshin.
伊做人真現實.	I tsò-lâng tsin hiān-si̍t.
伊跤手真猛醒.	I kha-tshiú tsin mé-tshénn.
伊的笑容真甜.	I ê tshiò-iông tsin tinn.
伊用符仔作法.	I iōng hû-á tsok-huat.
伊嫁人做細的.	I kè lâng tsò sè--ê.
伊生做較細漢.	I senn-tsò khah sè-hàn.
伊野性改袂掉.	I iá-sìng kái bē tiāu.
伊走甲一直喘.	I tsáu kah it-ti̍t tshuán.
伊喀痰喀規暝.	I khe̍nnh thâm khe̍nnh kui mê.
伊就是吳董的.	I tō sī Ngôo táng--ê.
伊看著蛇會掣.	I khuànn-tio̍h tsuâ ē tshuah.
伊的惡性重大.	I ê ok-sìng tiōng-tāi.
伊的名聲真敨.	I ê miâ-siann tsin tháu.
伊無一定會來.	I bô-it-tīng ē lâi.
伊猶閣咧食飯.	I iáu-koh teh tsia̍h-pn̄g.
伊這馬當咧發.	I tsit-má tng-teh huat.
伊的心肝足硬.	I ê sim-kuann tsiok ngē.
伊生做誠結實.	I senn-tsò tsiânn kiat-si̍t.
伊佮我上貼心.	I kah guá siōng tah-sim.
伊真有囡仔量.	I tsin ū gín-á liōng.
伊踏著黃金矣.	I ta̍h-tio̍h n̂g-kim--ah.
伊真𠢕共人剾.	I tsin gâu kā lâng khau.
伊的勢力誠大.	I ê sè-li̍k tsiânn tuā.
伊是做塗水的.	I sī tsò-thôo-tsuí--ê.
伊個性真溫馴.	I kò-sìng tsin un-sûn.
伊提手指去當.	I the̍h tshiú-tsí khì tǹg.
伊今仔日穿裙.	I kin-á-ji̍t tshīng kûn.
伊真𠢕畫虎𡳞.	I tsin gâu uē-hóo-lān.
伊跤骨摔斷去.	I kha-kut siak-tn̄g--khì.
伊對人真誠懇.	I tuì lâng tsin sîng-khún.
伊規身軀全鉎.	I kui-sin-khu tsuân sian.
伊蹛佇阮隔壁.	I tuà tī guán keh-piah.
伊誠𠢕講嘐潲.	I tsiânn gâu kóng hau-siâu.
伊行對車頭去.	I kiânn uì tshia-thâu khì.
伊生做真大漢.	I senn-tsò tsin tuā-hàn.
伊的漢草真好.	I ê hàn-tsháu tsin hó.
伊生做誠福相.	I senn-tsò tsiânn hok-siòng.
伊算是好朋友.	I sǹg-sī hó-pîng-iú.
伊讀冊誠綿爛.	I tha̍k-tsheh tsiânn mî-nuā.
伊生做真標致.	I senn-tsò tsin phiau-tì.
伊做人真熱心.	I tsò-lâng tsin jia̍t-sim.
伊閣鬧代誌矣.	I koh nāu tāi-tsì--ah.
伊足愛歕雞胿.	I tsiok ài pûn-ke-kui.
伊予人諞去矣.	I hōo lâng pián--khì--ah.
伊的頭殼真圓.	I ê thâu-khak tsin înn.
伊做人真龜祟.	I tsò-lâng tsin ku-sui.
伊跤骨去擠著.	I kha-kut khì tsik--tio̍h.
伊的齣頭真濟.	I ê tshut-thâu tsin tsē.
伊袂講大聲話.	I bē kóng tuā-siann-uē.
伊做人真謙虛.	I tsò-lâng tsin khiam-hi.
伊當咧攄頭毛.	I tng-teh lu-thâu-mn̂g.
伊離袂開爸母.	I lī bē khui pē-bú.
伊真驚食藥粉.	I tsin kiann tsia̍h io̍h-hún.
伊真𠢕騙囡仔.	I tsin gâu phiàn-gín-á.
伊睏甲齁齁叫.	I khùn kah honn-honn-kiò.
伊做人鹹篤篤.	I tsò-lâng kiâm-tok-tok.
伊的齣頭誠濟.	I ê tshut-thâu tsiânn tsē.
伊的名聲真響.	I ê miâ-siann tsin hiáng.
伊做人誠彎曲.	I tsò-lâng tsiânn uan-khiau.
伊做人真驕傲.	I tsò-lâng tsin kiau-ngōo.
伊會當躘真懸.	I ē-tàng liòng tsin kuân.
伊的體格真好.	I ê thé-keh tsin hó.
伊共人𤆬囡仔.	I kā lâng tshuā gín-á.
伊的心情誠䆀.	I ê sim-tsîng tsiânn bái.
伊的工夫真䆀.	I ê kang-hu tsin bái.
伊閣咧發輦矣!	I koh teh huat-lián--ah!
伊硬欲鬱拗我.	I ngē beh ut-áu--guá.
伊手蹄仔真賤.	I tshiú-tê-á tsin tsiān.
伊面模誠大个.	I bīn-bôo tsiânn tuā ê.
伊真𠢕拍風雷.	I tsin gâu phah hong-luî.
伊是駐水死的.	I sī tū-tsuí sí--ê.
佇人兜真拘束.	Tī lâng tau tsin khu-sok.
佇塗跤畫格仔.	Tī thôo-kha uē keh-á.
佇碼頭做擔工.	Tī bé-thâu tsò tann-kang.
佇鏡台前梳妝.	Tī kiànn-tâi-tsîng se-tsng.
你毋通遐八珍.	Lí m̄-thang hiah pat-tin.
你當時欲入厝?	Lí tang-sî beh ji̍p-tshù?
你有幾公分懸?	Lí ū kuí kong-hun kuân?
你愛提予伊好.	Lí ài the̍h hōo i hó.
你講按呢是毋?	Lí kóng án-ne sī--m̄?
你戶口佇佗位?	Lí hōo-kháu tī tó-uī?
你愛叫伊阿姑.	Lí ài kiò i a-koo.
你去叫伊出來.	Lí khì kiò i tshut--lâi.
你幾點欲出門?	Lí kuí tiám beh tshut-mn̂g?
你毋通四界趖.	Lí m̄-thang sì-kè-sô.
你去交涉看覓.	Lí khì kau-sia̍p khuànn-māi.
你共我會記咧!	Lí kā guá ē kì--leh!
你號做啥物名?	Lí hō-tsò siánn-mih miâ?
你就較成人咧.	Lí tō khah tsiânn-lâng--leh.
你毋通傷有款.	Lí m̄-thang siunn ū-khuán.
你有食早頓無?	Lí ū tsia̍h tsá-tǹg--bô?
你的血筋浮浮.	Lí ê hueh-kin phû-phû.
你欲提佗一个?	Lí beh the̍h tó tsi̍t ê?
你欲愛佗一个?	Lí beh ài tó tsi̍t ê?
你何苦著按呢?	Lí hô-khóo tio̍h án-ne?
你莫來妨礙我.	Lí mài lâi hông-gāi--guá.
你莫予伊邪去.	Lí mài hōo i siâ--khì.
你到底欲創啥?	Lí tàu-té beh tshòng siannh?
你莫閣受氣矣!	Lí mài koh siū-khì--ah!
你欲等到底時?	Lí beh tán-kàu tī-sî?
你來了誠拄好.	Lí lâi liáu tsiânn tú-hó.
你愛較拍拚咧.	Lí ài khah phah-piànn--leh.
你是肯抑毋肯?	Lí sī khíng ia̍h m̄ khíng?
你有紮便當無?	Lí ū tsah piān-tong--bô?
你哪會遐厚尿?	Lí ná ē hiah kāu-jiō?
你姓陳,是無?	Lí sènn Tân, sī--bô?
你是按怎無來?	Lí sī-án-tsuánn bô lâi?
你當時欲娶某?	Lí tang-sî beh tshuā-bóo?
你的跤流血矣.	Lí ê kha lâu-hueh--ah.
你毋通看人無.	Lí m̄-thang khuànn lâng bô.
你敢有冤仇人?	Lí kám ū uan-siû-lâng?
你筆攑倒頭矣.	Lí pit gia̍h tò-thâu--ah.
你哪毋去食飯?	Lí ná m̄ khì tsia̍h-pn̄g?
你實在足挐的!	Lí si̍t-tsāi tsiok jû--ê!
你毋是彼種料.	Lí m̄ sī hit tsióng liāu.
你毋通烏白來.	Lí m̄-thang oo-pe̍h-lâi.
你哪會遐狼毒?	Lí ná ē hiah lông-to̍k?
你的身體傷荏.	Lí ê sin-thé siunn lám.
你小退後一下.	Lí sió thè-āu--tsi̍t-ē.
你閃去邊仔啦!	Lí siám-khì pinn--á--lah!
你是咧看啥潲?	Lí sī teh khuànn siánn-siâu?
你莫閣張矣啦.	Lí mài koh tiunn--ah--lah.
你毋通強欺弱.	Lí m̄-thang kiông khi jio̍k.
你莫烏白猜想.	Lí mài oo-pe̍h tshai-sióng.
你按呢講有理.	Lí án-ne kóng ū lí.
你毋通連累我.	Lí m̄-thang liân-luī--guá.
你欲插一跤無?	Lí beh tshap--tsi̍t-kha--bô?
你哪會遮番啦!	Lí ná ē tsiah huan--lah!
你去共門開開.	Lí khì kā mn̂g khui--khui.
你講話傷過份.	Lí kóng-uē siunn kuè-hūn.
你莫惹我受氣.	Lí mài jiá guá siū-khì.
你行路愛小心.	Lí kiânn-lōo ài sió-sim.
你水斟了傷滇.	Lí tsuí thîn liáu siunn tīnn.
你真正有夠煩.	Lí tsin-tsiànn ū-kàu huân.
你會當試看覓.	Lí ē-tàng tshì-khuànn-māi.
你的物件佇遐.	Lí ê mi̍h-kiānn tī hia.
你嘛較好心咧!	Lí mā khah hó-sim--leh!
你哪會行遮慢!	Lí ná ē kiânn tsiah bān!
你是欲摸偌久?	Lí sī beh bong guā-kú?
你去摺衫好無?	Lí khì tsih-sann hó--bô?
你實在有夠槌.	Lí si̍t-tsāi ū-kàu thuî.
你莫綴前綴後.	Lí mài tuè-tsîng-tuè-āu.
你是趖去佗位?	Lí sī sô-khì tó-uī?
你對我有誤會.	Lí tuì guá ū gōo-huē.
你是咧講啥潲?	Lí sī teh kóng siánn-siâu?
你的人面較熟.	Lí ê lâng-bīn khah si̍k.
你踏著我的跤.	Lí ta̍h-tio̍h guá ê kha.
你愛小心駕駛.	Lí ài sió-sim kà-sú.
你莫烏白賴人.	Lí mài oo-pe̍h luā--lâng.
你敢壓伊會牢?	Lí kám ah i ē tiâu?
你恬恬莫講話.	Lí tiām-tiām mài kóng-uē.
你當時欲轉去?	Lí tang-sî beh tńg--khì?
你當時欲轉來?	Lí tang-sî beh tńg--lâi?
你按呢傷譀啦!	Lí án-ne siunn hàm--lah!
你閃較邊仔咧!	Lí siám khah pinn--á--leh!
你證明予我看.	Lí tsìng-bîng hōo guá khuànn.
你毋咧老顛倒!	Lí m̄ teh lāu-thian-tho̍h!
你莫閣辯解矣.	Lí mài koh piān-kái--ah.
你愛知影變竅.	Lí ài tsai-iánn piàn-khiàu.
你偌久無來矣?	Lí guā-kú bô lâi--ah?
便所誠臭尿薟.	Piān-sóo tsiânn tshàu-jiō-hiam.
做人愛重人格.	Tsò-lâng ài tiōng jîn-keh.
做人著守本份.	Tsò-lâng tio̍h siú pún-hūn.
做人愛知見笑.	Tsò-lâng ài tsai kiàn-siàu.
做人愛重倫理.	Tsò-lâng ài tiōng lûn-lí.
做公親,貼本.	Tsò kong-tshin, thiap-pún.
做人著愛認份.	Tsò-lâng tio̍h-ài jīn-hūn.
做公親,貼本.	Tsò kong-tshin, thiap pún.
做媒人貼聘金.	Tsò muê-lâng thiap phìng-kim.
健丟閣發喙鬚.	Kiān-tiu koh huat tshuì-tshiu.
兄弟仔愛相好.	Hiann-tī-á ài siong-hó.
先賣食的暫度.	Sing bē tsia̍h--ê tsiām-tōo.
兔仔真𠢕挖空.	Thòo-á tsin gâu óo-khang.
兩爿佇咧對削.	Nn̄g-pîng tī-leh tuì-siah.
兩隻牛咧相觸.	Nn̄g tsiah gû teh sio-tak.
兩个人𢯾做伙.	Nn̄g ê lâng mooh tsò-hué.
兩人伨頭搬戲.	Nn̄g lâng thīn-thâu puann-hì.
共房間摒摒咧.	Kā pâng-king piànn-piànn--leh.
共糞埽吸起來.	Kā pùn-sò khip--khí-lâi.
共索仔囷起來.	Kā soh-á khûn--khí-lâi.
共目鏡剝落來.	Kā ba̍k-kiànn pak--lo̍h-lâi.
共挩門挩起來.	Kā thuah-mn̂g thuah--khí-lâi.
共錢筒仔破開.	Kā tsînn-tâng-á phuà--khui.
共草仔耙倚來.	Kā tsháu-á pê uá--lâi.
共目睭掩起來.	Kā ba̍k-tsiu om--khí-lâi.
共棉被舒舒咧.	Kā mî-phuē tshu-tshu--leh.
共你辦好勢矣.	Kā lí pān hó-sè--ah.
共犯人銬起來.	Kā huān-lâng khàu--khí-lâi.
共魚仔撈起來.	Kā hî-á hôo--khí-lâi.
共蠓罩操起來.	Kā báng-tà tshau--khí-lâi.
共旗仔縋落來.	Kā kî-á luī--lo̍h-lâi.
共物件縛起來.	Kā mi̍h-kiānn pa̍k--khí-lâi.
共狗仔鍊起來.	Kā káu-á liān--khí-lâi.
共糞埽提去擲.	Kā pùn-sò the̍h-khì tàn.
共禮物提去藏.	Kā lé-bu̍t the̍h-khì tshàng.
冤仇結了真深.	Uan-siû kiat liáu tsin tshim.
凊彩人攏會曉.	Tshìn-tshái lâng lóng ē-hiáu.
出力共拍落去.	Tshut-la̍t kā phah--lo̍h-khì.
出來去箍一輾.	Tshut-lâi-khì khoo--tsi̍t-liàn.
剃頭刀剉大樹.	Thì-thâu-to tshò tuā tshiū.
十九,水倒拗.	Tsa̍p-káu, tsuí tò-áu.
去共人客斟茶.	Khì kā lâng-kheh thîn tê.
去山頂取藥材.	Khì suann-tíng tshú io̍h-tsâi.
反種的人較巧.	Huán-tsíng ê lâng khah khiáu.
吊橋行著會㽎.	Tiàu-kiô kiânn tio̍h ē sìm.
君一下,抽車.	Kun--tsi̍t-ē, thiu ki.
呵咾甲會觸舌.	O-ló kah ē tak-tsi̍h.
和尚頭掠蝨母.	Huê-siūnn thâu lia̍h sat-bó.
咱來去踅夜市.	Lán lâi-khì se̍h iā-tshī.
咱暫時莫見面.	Lán tsiām-sî mài kìnn-bīn.
哼?哪會按呢?	Hngh? Ná ē án-ne?
啉酒我無趣味.	Lim tsiú guá bô tshù-bī.
喙脣皮相款待.	Tshuì-tûn-phuê sio-khuán-thāi.
喙齒發出來矣.	Tshuì-khí huat--tshut-lâi--ah.
喙㧣遐懸創啥?	Tshuì tu hiah kuân tshòng siannh?
喙較密過菜籃.	Tshuì khah ba̍t-kuè tshài-nâ.
喙脣皮相款待.	Tshuì-tûn-phuê sio khuán-thāi.
囡仔上驚注射.	Gín-á siōng kiann tsù-siā.
囡仔人較重眠.	Gín-á-lâng khah tiōng-bîn.
囡仔人愛綴路.	Gín-á-lâng ài tuè-lōo.
地板藃起來矣.	Tē-pán hiauh--khí-lâi--ah.
坐普通車較省.	Tsē phóo-thong tshia khah síng.
塗沙粉仔真坱.	Thôo-sua-hún-á tsin ing.
外口咧噴點矣.	Guā-kháu teh phùn-tiám--ah.
大海毋驚大水.	Tuā-hái m̄ kiann tuā-tsuí.
大箍菜頭蓬心.	Tuā-khoo tshài-thâu pōng-sim.
大箍人好看頭.	Tuā-khoo-lâng hó-khuànn-thâu.
天時不如地利.	Thian-sî put-jû tē-lī.
天機不可漏洩.	Thian-ki put-khó lāu-sia̍p.
天色漸漸光矣.	Thinn-sik tsiām-tsiām kng--ah.
夫婦著愛仝心.	Hu-hū tio̍h-ài kāng-sim.
女主角真𠢕演.	Lú-tsú-kak tsin gâu ián.
好啦!莫吵啦!	Hó--lah! Mài tshá--lah!
好種只要一粒.	Hó tsíng tsí-iàu tsi̍t lia̍p.
好好柴刣到曲.	Hó-hó tshâ thâi kàu khiau.
好看,毋好食.	Hó-khuànn, m̄ hó-tsia̍h.
姦!你足夭壽.	Kàn! Lí tsiok iáu-siū.
嫖賭飲三字全.	Phiâu tóo ím sann jī tsuân.
嬰仔尻川𩛩著.	Enn-á kha-tshng kauh--tio̍h.
學駛車無遐快.	O̍h sái-tshia bô hiah khuài.
學生咧做實驗.	Ha̍k-sing teh tsò si̍t-giām.
家己捧屎抹面.	Ka-kī phóng-sái buah-bīn.
寒甲霜風鑽入骨	kuânn kah sng-hong tsǹg-ji̍p kut
封頭壁會洩水.	Hong-thâu-piah ē sia̍p-tsuí.
就近去買就好.	Tsiū-kīn khì bé tō hó.
山頂無牽水道!	Suann-tíng bô khan tsuí-tō!
山頂有真濟猴.	Suann-tíng ū tsin tsē kâu.
山頂真𠢕罩雺.	Suann-tíng tsin gâu tà-bông.
平、上、去、入	piânn, sióng, khì, ji̍p
幼秀跤好命底.	Iù-siù kha hó-miā té.
度看有發燒無?	Tōo khuànn ū huat-sio--bô?
廿幾歲當少年.	Jia̍p-kuí huè tng siàu-liân.
弄布袋戲尪仔.	Lāng pòo-tē-hì ang-á.
引誘賊仔出來.	Ín-iú tsha̍t-á tshut--lâi.
彎對山跤落來.	Uan tuì suann-kha lo̍h--lâi.
彼箍柴真大箍.	Hit khoo tshâ tsin tuā-khoo.
彼个人真歹死.	Hit ê lâng tsin pháinn-sí.
彼間厝誠歹空.	Hit king tshù tsiânn pháinn-khang.
彼幅圖真歹看.	Hit pak tôo tsin pháinn-khuànn.
彼个人誠性格.	Hit ê lâng tsiânn sìng-keh.
彼个人足屎桶.	Hit ê lâng tsiok sái-tháng.
彼是頂手創的.	He sī tíng-tshiú tshòng--ê.
彼箍生做猴猴.	Hit khoo senn-tsò kâu-kâu.
彼欉花結子矣.	Hit tsâng hue kiat-tsí--ah.
彼个所在誠遠.	Hit ê sóo-tsāi tsiânn hn̄g.
彼个查某真嬈.	Hit ê tsa-bóo tsin hiâu.
彼箍有夠激屎.	Hit khoo ū-kàu kik-sái.
後手賰無偌濟.	Āu-tshiú tshun bô guā-tsē
心臟強欲定去.	Sim-tsōng kiōng-beh tiānn--khì.
忠厚看做𡳞神.	Tiong-hōo khuànn-tsò lān-sîn.
恁莫閣吵矣啦!	Lín mài koh tshá--ah--lah!
恁攏共我恬恬!	Lín lóng kā guá tiām-tiām!
恬恬!毋通吼!	Tiām-tiām! M̄-thang háu!
恭請眾神鑾駕.	Kiong-tshiánn tsiòng-sîn luân-kà.
愈濟歲愈捌想.	Jú tsē huè jú bat-siūnn.
愛食啥家己夾.	Ài tsia̍h siannh ka-kī ngeh.
我刁工來看你.	Guá thiau-kang lâi khuànn--lí.
我下擺毋敢矣!	Guá ē-pái m̄ kánn--ah!
我心肝仔囝的.	Guá sim-kuann-á-kiánn--ê.
我欲予伊歹看.	Guá beh hōo i pháinn-khuànn.
我毋捌出國過.	Guá m̄ bat tshut-kok--kuè.
我予蠓仔叮著.	Guá hōo báng-á tìng--tio̍h.
我欲提出告訴.	Guá beh thê-tshut kò-sòo.
我欲先來去矣.	Guá beh sing lâi-khì--ah.
我聽你咧放屁!	Guá thiann lí teh pàng-phuì!
我是罔講爾爾.	Guá sī bóng kóng niā-niā.
我保你無代誌.	Guá pó lí bô tāi-tsì.
我欲向你挑戰.	Guá beh hiòng lí thiáu-tsiàn.
我借伊一本冊.	Guá tsioh i tsi̍t pún tsheh.
我的冊借人矣.	Guá ê tsheh tsioh--lâng--ah.
我共你捋頭毛.	Guá kā lí lua̍h thâu-mn̂g.
我食素無食臊.	Guá tsia̍h-sòo bô tsia̍h-tsho.
我偏偏仔毋咧!	Guá phian-phian-á m̄--leh!
我的皮膚真粗.	Guá ê phuê-hu tsin tshoo.
我食兩喙就好.	Guá tsia̍h nn̄g tshuì tō hó.
我的筆無去矣!	Guá ê pit bô--khì--ah!
我就無細膩矣.	Guá tō bô-sè-jī--ah.
我來去攢飯菜.	Guá lâi-khì tshuân pn̄g-tshài.
我比你較濟歲.	Guá pí lí khah tsē huè.
我聽你咧腫頷.	Guá thiann lí teh tsíng-ām.
我肉食甲足厭.	Guá bah tsia̍h kah tsiok ià.
我共你撫撫咧!	Guá kā lí hu-hu--leh!
我欲坐後幫車.	Guá beh tsē āu pang tshia.
我食菜無食臊.	Guá tsia̍h-tshài bô tsia̍h-tsho.
我先共話講明.	Guá sing kā uē kóng-bîng.
我去叫伊還數.	Guá khì kiò i hîng siàu.
我欲去買雞卵.	Guá beh khì bé ke-nn̄g.
我予你袂關得.	Guá hōo lí bē-kuan--tit.
